time	V(n006)
1.114167349045520e+000	-1.079987e+001
1.114203276329095e+000	-1.086480e+001
1.114238164651588e+000	-1.080948e+001
1.114293348725550e+000	-1.047963e+001
1.114382677555724e+000	-9.399191e+000
1.114524222731302e+000	-6.707092e+000
1.114654072977810e+000	-3.452808e+000
1.114778315713229e+000	1.078867e-001
1.114901290113260e+000	3.629580e+000
1.115023982704084e+000	6.927683e+000
1.115024113652195e+000	6.930769e+000
1.115024464872459e+000	6.938923e+000
1.115025880075933e+000	6.971817e+000
1.115027295279407e+000	7.004567e+000
1.115028710482881e+000	7.037176e+000
1.115030125686355e+000	7.069642e+000
1.115031540889829e+000	7.101966e+000
1.115032956093303e+000	7.134148e+000
1.115034371296777e+000	7.166187e+000
1.115049328975894e+000	7.496549e+000
1.115068953890580e+000	7.904752e+000
1.115108203719953e+000	8.627675e+000
1.115186703378698e+000	9.818992e+000
1.115237199763346e+000	1.039286e+001
1.115274648943744e+000	1.066811e+001
1.115314166886647e+000	1.081514e+001
1.115365045115579e+000	1.081819e+001
1.115414289885147e+000	1.059900e+001
1.115494171699637e+000	9.762249e+000
1.115621704708403e+000	7.498154e+000
1.115795569712420e+000	3.213581e+000
1.115989328111761e+000	-2.252296e+000
1.116125457505156e+000	-5.877282e+000
1.116259375348105e+000	-8.793259e+000
1.116327908734652e+000	-9.889886e+000
1.116377111688409e+000	-1.042523e+001
1.116413677032612e+000	-1.068351e+001
1.116453758261155e+000	-1.082390e+001
1.116502613340881e+000	-1.081765e+001
1.116552613206256e+000	-1.059258e+001
1.116626427452234e+000	-9.865557e+000
1.116723586102803e+000	-8.324848e+000
1.116835015040078e+000	-5.877030e+000
1.116959173334391e+000	-2.541768e+000
1.117136957171951e+000	2.564471e+000
1.117275025524738e+000	6.186146e+000
1.117410248668450e+000	9.039103e+000
1.117474493129345e+000	1.001688e+001
1.117520997397634e+000	1.048902e+001
1.117555701238975e+000	1.071661e+001
1.117591955973446e+000	1.083503e+001
1.117635534254392e+000	1.083293e+001
1.117681048785111e+000	1.066299e+001
1.117734252037285e+000	1.023568e+001
1.117804791105265e+000	9.311472e+000
1.117902402506338e+000	7.456017e+000
1.118038355273696e+000	4.070031e+000
1.118245715662182e+000	-1.789799e+000
1.118388437238958e+000	-5.618241e+000
1.118530041919949e+000	-8.744890e+000
1.118601043315382e+000	-9.892781e+000
1.118650137908221e+000	-1.042785e+001
1.118686628959771e+000	-1.068474e+001
1.118726757967217e+000	-1.082458e+001
1.118775442229429e+000	-1.081756e+001
1.118825505784664e+000	-1.059188e+001
1.118898946322263e+000	-9.868794e+000
1.118996033183707e+000	-8.328360e+000
1.119108739928994e+000	-5.849718e+000
1.119233782876578e+000	-2.488352e+000
1.119407971287078e+000	2.519567e+000
1.119544052636013e+000	6.101646e+000
1.119679219586367e+000	8.976403e+000
1.119744563555732e+000	9.984575e+000
1.119791765292659e+000	1.047274e+001
1.119826952477342e+000	1.070542e+001
1.119867930720050e+000	1.083489e+001
1.119913598359939e+000	1.081556e+001
1.119964785186878e+000	1.057041e+001
1.120039594340244e+000	9.812123e+000
1.120138699865918e+000	8.155166e+000
1.120289600412236e+000	4.580299e+000
1.120519381459441e+000	-1.840029e+000
1.120643996868721e+000	-5.222300e+000
1.120779682202697e+000	-8.312935e+000
1.120863456173145e+000	-9.748329e+000
1.120915316462561e+000	-1.035884e+001
1.120953691726183e+000	-1.065298e+001
1.120991835502312e+000	-1.080873e+001
1.121039887515056e+000	-1.083673e+001
1.121084756478356e+000	-1.069403e+001
1.121135754853974e+000	-1.031884e+001
1.121197372176229e+000	-9.591524e+000
1.121268657213259e+000	-8.403831e+000
1.121357184048955e+000	-6.473972e+000
1.121478364458867e+000	-3.273774e+000
1.121655081961990e+000	1.809901e+000
1.121779020521586e+000	5.201853e+000
1.121906073314050e+000	8.144134e+000
1.121985475575337e+000	9.553929e+000
1.122041260161403e+000	1.030005e+001
1.122041500429648e+000	1.030233e+001
1.122041705473644e+000	1.030415e+001
1.122041850051651e+000	1.030544e+001
1.122042041711696e+000	1.030721e+001
1.122042347192681e+000	1.031015e+001
1.122042709872859e+000	1.031378e+001
1.122043116629733e+000	1.031793e+001
1.122044174940539e+000	1.032830e+001
1.122066765875633e+000	1.051787e+001
1.122089356810726e+000	1.066540e+001
1.122111947745820e+000	1.077087e+001
1.122134538680913e+000	1.083430e+001
1.122157129616006e+000	1.085568e+001
1.122179720551100e+000	1.083501e+001
1.122202311486193e+000	1.077229e+001
1.122263494111132e+000	1.033710e+001
1.122362276447756e+000	9.013266e+000
1.122500733790161e+000	6.103604e+000
1.122718962820162e+000	2.519253e-001
1.122885060263734e+000	-4.384470e+000
1.123011373437078e+000	-7.439714e+000
1.123133002493857e+000	-9.671431e+000
1.123185725017973e+000	-1.033670e+001
1.123224682591172e+000	-1.064191e+001
1.123263261408519e+000	-1.080476e+001
1.123311228655893e+000	-1.083936e+001
1.123355227589740e+000	-1.068774e+001
1.123426704316747e+000	-1.004535e+001
1.123541464136752e+000	-8.301119e+000
1.123650298058687e+000	-5.942290e+000
1.123784084993468e+000	-2.343461e+000
1.123952061967395e+000	2.487090e+000
1.124083920431255e+000	5.977197e+000
1.124217387003740e+000	8.853686e+000
1.124284885469965e+000	9.920518e+000
1.124333442620326e+000	1.044047e+001
1.124369564637324e+000	1.069230e+001
1.124407372641878e+000	1.082572e+001
1.124453747580447e+000	1.082799e+001
1.124501608698004e+000	1.064640e+001
1.124555789166818e+000	1.019443e+001
1.124633283332486e+000	9.114365e+000
1.124753500889551e+000	6.660521e+000
1.124917543761394e+000	2.385773e+000
1.125101831603779e+000	-2.856835e+000
1.125234735096841e+000	-6.324112e+000
1.125364787160215e+000	-9.044447e+000
1.125429033652263e+000	-1.001726e+001
1.125475539212611e+000	-1.048944e+001
1.125510243950780e+000	-1.071601e+001
1.125547920845901e+000	-1.083434e+001
1.125594735443432e+000	-1.081661e+001
1.125645495506072e+000	-1.058568e+001
1.125713061707291e+000	-9.935329e+000
1.125803300696451e+000	-8.516648e+000
1.125932942151331e+000	-5.682671e+000
1.126051196463607e+000	-2.517010e+000
1.126226842390541e+000	2.539410e+000
1.126362241510261e+000	6.103532e+000
1.126496972644777e+000	8.969610e+000
1.126562442590955e+000	9.980853e+000
1.126609723991506e+000	1.047086e+001
1.126644966283751e+000	1.070806e+001
1.126681098783401e+000	1.082766e+001
1.126729911356006e+000	1.081719e+001
1.126779927071195e+000	1.060013e+001
1.126845449459456e+000	9.979727e+000
1.126938783252553e+000	8.506038e+000
1.127082696071561e+000	5.219407e+000
1.127310323925921e+000	-1.063603e+000
1.127446208400167e+000	-4.801607e+000
1.127582048260550e+000	-7.982902e+000
1.127679786414272e+000	-9.710827e+000
1.127732148051395e+000	-1.034601e+001
1.127770862196592e+000	-1.064630e+001
1.127809590651736e+000	-1.080689e+001
1.127857763111785e+000	-1.083720e+001
1.127902439883113e+000	-1.068679e+001
1.127964399075911e+000	-1.019315e+001
1.128037243473291e+000	-9.236243e+000
1.128129654325852e+000	-7.481610e+000
1.128252968871100e+000	-4.481879e+000
1.128368394328308e+000	-1.249350e+000
1.128518413867723e+000	3.071407e+000
1.128652705751438e+000	6.512400e+000
1.128790050887780e+000	9.296117e+000
1.128849647032696e+000	1.020037e+001
1.128849867007300e+000	1.020301e+001
1.128850306956509e+000	1.020789e+001
1.128850594108009e+000	1.021098e+001
1.128850953383204e+000	1.021469e+001
1.128851574000021e+000	1.022092e+001
1.128852679632916e+000	1.023219e+001
1.128874070676075e+000	1.042932e+001
1.128895461719234e+000	1.058860e+001
1.128916852762393e+000	1.071004e+001
1.128938243805551e+000	1.079364e+001
1.128959634848710e+000	1.083939e+001
1.128981025891869e+000	1.084731e+001
1.129002416935028e+000	1.081738e+001
1.129052293695336e+000	1.058725e+001
1.129133184453322e+000	9.728177e+000
1.129260452739354e+000	7.448546e+000
1.129435927236966e+000	3.104009e+000
1.129628892397134e+000	-2.341815e+000
1.129764846763486e+000	-5.950788e+000
1.129898471710449e+000	-8.841252e+000
1.129966188625850e+000	-9.914413e+000
1.130014882375059e+000	-1.043761e+001
1.130051098276148e+000	-1.068930e+001
1.130091404814419e+000	-1.082698e+001
1.130139455425178e+000	-1.081725e+001
1.130189755156846e+000	-1.058897e+001
1.130262006182416e+000	-9.881076e+000
1.130356563163999e+000	-8.389516e+000
1.130469713089898e+000	-5.915605e+000
1.130593143367739e+000	-2.609591e+000
1.130770163655365e+000	2.476641e+000
1.130908186473005e+000	6.112813e+000
1.131042337596565e+000	8.968676e+000
1.131107833879244e+000	9.980069e+000
1.131155131927675e+000	1.047048e+001
1.131190385733573e+000	1.070776e+001
1.131226674796998e+000	1.083094e+001
1.131271242383970e+000	1.083230e+001
1.131317587033439e+000	1.065998e+001
1.131372022848551e+000	1.021776e+001
1.131445039416979e+000	9.243714e+000
1.131546957141200e+000	7.265497e+000
1.131690414348261e+000	3.647323e+000
1.131882537647701e+000	-1.802546e+000
1.132022547897820e+000	-5.572096e+000
1.132160999844919e+000	-8.649082e+000
1.132234697818136e+000	-9.856281e+000
1.132284514455712e+000	-1.041015e+001
1.132321499824910e+000	-1.067645e+001
1.132361312180457e+000	-1.082006e+001
1.132411130803289e+000	-1.081812e+001
1.132460771225467e+000	-1.059993e+001
1.132533361398136e+000	-9.895631e+000
1.132628532370039e+000	-8.399279e+000
1.132743747245259e+000	-5.879065e+000
1.132868503890472e+000	-2.534887e+000
1.133040706993779e+000	2.418204e+000
1.133176958632395e+000	6.021888e+000
1.133310747628396e+000	8.895595e+000
1.133377518082610e+000	9.942273e+000
1.133425618898568e+000	1.045142e+001
1.133461426841030e+000	1.069550e+001
1.133501998262037e+000	1.082998e+001
1.133549106464825e+000	1.081632e+001
1.133599757221136e+000	1.057920e+001
1.133675246172246e+000	9.814103e+000
1.133778288838036e+000	8.075735e+000
1.133936204908340e+000	4.317812e+000
1.134142899749906e+000	-1.471212e+000
1.134265942401334e+000	-4.861358e+000
1.134397079560229e+000	-7.933196e+000
1.134492182356817e+000	-9.634087e+000
1.134546120464404e+000	-1.030499e+001
1.134585894833202e+000	-1.062692e+001
1.134623977032175e+000	-1.080159e+001
1.134665711569534e+000	-1.085713e+001
1.134703962129999e+000	-1.077523e+001
1.134753535100331e+000	-1.048343e+001
1.134806697116925e+000	-9.956952e+000
1.134867960997208e+000	-9.076892e+000
1.134942407495979e+000	-7.656679e+000
1.135035695850655e+000	-5.438164e+000
1.135156069648591e+000	-2.122226e+000
1.135301989508452e+000	2.112449e+000
1.135423513816729e+000	5.415120e+000
1.135547138720057e+000	8.240037e+000
1.135625044422499e+000	9.600914e+000
1.135679943971420e+000	1.026392e+001
1.135734233246147e+000	1.068258e+001
1.135773154191778e+000	1.083255e+001
1.135815299812963e+000	1.084289e+001
1.135854670453608e+000	1.072446e+001
1.135891357595020e+000	1.049332e+001
1.135933972965319e+000	1.008438e+001
1.135980510777235e+000	9.478890e+000
1.136033453284764e+000	8.591664e+000
1.136102503323719e+000	7.149620e+000
1.136199398695859e+000	4.712984e+000
1.136340791485413e+000	7.227251e-001
1.136507354874206e+000	-4.022771e+000
1.136626353623540e+000	-6.969979e+000
1.136760598795826e+000	-9.537670e+000
1.136815721350988e+000	-1.027358e+001
1.136856286916534e+000	-1.061205e+001
1.136893896184533e+000	-1.079823e+001
1.136929013845381e+000	-1.086419e+001
1.136964866753370e+000	-1.081013e+001
1.137019693814155e+000	-1.048742e+001
1.137108457087832e+000	-9.422291e+000
1.137249174634162e+000	-6.763811e+000
1.137376975690262e+000	-3.574597e+000
1.137502627635872e+000	2.042179e-002
1.137629910920284e+000	3.659341e+000
1.137756610420496e+000	6.849036e+000
1.137876978911701e+000	9.250124e+000
1.137937707421740e+000	1.016997e+001
1.137937966684879e+000	1.017278e+001
1.137938145361062e+000	1.017469e+001
1.137938459829305e+000	1.017815e+001
1.137938794043713e+000	1.018185e+001
1.137939844388234e+000	1.019309e+001
1.137941967287969e+000	1.021535e+001
1.137963240653568e+000	1.040822e+001
1.137984514019167e+000	1.056556e+001
1.138005787384767e+000	1.068737e+001
1.138027060750366e+000	1.077364e+001
1.138048334115966e+000	1.082439e+001
1.138069607481565e+000	1.083960e+001
1.138090880847164e+000	1.081929e+001
1.138139224617781e+000	1.061534e+001
1.138217666605835e+000	9.813431e+000
1.138343030787067e+000	7.613979e+000
1.138522729921631e+000	3.379296e+000
1.138546990186550e+000	2.713074e+000
1.138595510716387e+000	1.276642e+000
1.138692551776062e+000	-1.602646e+000
1.138783198675258e+000	-4.185309e+000
1.138870494810504e+000	-6.351974e+000
1.139017965775561e+000	-9.297195e+000
1.139077380005981e+000	-1.015591e+001
1.139120773638345e+000	-1.055714e+001
1.139155558973451e+000	-1.075841e+001
1.139191149860613e+000	-1.085328e+001
1.139229460429553e+000	-1.083829e+001
1.139268243864336e+000	-1.069775e+001
1.139311928006491e+000	-1.038760e+001
1.139361929811607e+000	-9.843661e+000
1.139421727092214e+000	-8.940106e+000
1.139498251975558e+000	-7.428051e+000
1.139597727404337e+000	-4.999516e+000
1.139725094545168e+000	-1.441785e+000
1.139877463818526e+000	2.946741e+000
1.140008858141790e+000	6.348201e+000
1.140144203618721e+000	9.148236e+000
1.140206510441052e+000	1.007317e+001
1.140251776033893e+000	1.051691e+001
1.140286116226758e+000	1.072747e+001
1.140328746427312e+000	1.084571e+001
1.140370477923348e+000	1.081336e+001
1.140423126793001e+000	1.055140e+001
1.140490593585585e+000	9.866915e+000
1.140590958076004e+000	8.158613e+000
1.140769941787390e+000	3.876723e+000
1.140969876614385e+000	-1.705727e+000
1.141107543384152e+000	-5.432453e+000
1.141243843385897e+000	-8.503836e+000
1.141320013000688e+000	-9.781853e+000
1.141371330377737e+000	-1.037265e+001
1.141409337735806e+000	-1.065885e+001
1.141448504863474e+000	-1.080996e+001
1.141500652105171e+000	-1.081922e+001
1.141549422484726e+000	-1.060811e+001
1.141628546414370e+000	-9.789764e+000
1.141754938849046e+000	-7.647134e+000
1.141875908163029e+000	-4.830827e+000
1.141999662471132e+000	-1.391502e+000
1.142153497954715e+000	3.032875e+000
1.142289107242201e+000	6.509480e+000
1.142427383233687e+000	9.310192e+000
1.142486924210689e+000	1.021132e+001
1.142487658718013e+000	1.021850e+001
1.142488353584322e+000	1.022528e+001
1.142489148029559e+000	1.023331e+001
1.142510429349165e+000	1.042692e+001
1.142531710668770e+000	1.058383e+001
1.142552991988375e+000	1.070405e+001
1.142574273307980e+000	1.078756e+001
1.142595554627585e+000	1.083438e+001
1.142616835947190e+000	1.084450e+001
1.142638117266796e+000	1.081792e+001
1.142687578240762e+000	1.059501e+001
1.142767805309157e+000	9.750778e+000
1.142895153039027e+000	7.475187e+000
1.143075270320532e+000	3.016033e+000
1.143268153112905e+000	-2.423051e+000
1.143403673851594e+000	-6.011194e+000
1.143536799537079e+000	-8.875727e+000
1.143603932120208e+000	-9.931893e+000
1.143652260138487e+000	-1.044643e+001
1.143688224538135e+000	-1.069415e+001
1.143727706852507e+000	-1.082764e+001
1.143775796093324e+000	-1.081727e+001
1.143826081430350e+000	-1.059130e+001
1.143896252641657e+000	-9.913311e+000
1.143987802104012e+000	-8.483931e+000
1.144103926887831e+000	-5.963796e+000
1.144226600944184e+000	-2.691943e+000
1.144400688439424e+000	2.314589e+000
1.144537860500035e+000	5.957439e+000
1.144670545849347e+000	8.830378e+000
1.144738457533182e+000	9.908143e+000
1.144787272945184e+000	1.043421e+001
1.144823572414043e+000	1.068978e+001
1.144860753037599e+000	1.082411e+001
1.144906642866661e+000	1.083209e+001
1.144953468918035e+000	1.066144e+001
1.145008542219510e+000	1.021442e+001
1.145082420450031e+000	9.225677e+000
1.145185202396859e+000	7.223520e+000
1.145328634071502e+000	3.597822e+000
1.145520530236223e+000	-1.848449e+000
1.145660451272292e+000	-5.610319e+000
1.145798729983667e+000	-8.675624e+000
1.145871248283048e+000	-9.859712e+000
1.145921015027851e+000	-1.041138e+001
1.145957966294515e+000	-1.067790e+001
1.145996660374473e+000	-1.081840e+001
1.146047115426193e+000	-1.081843e+001
1.146096518256721e+000	-1.060593e+001
1.146167083790735e+000	-9.933505e+000
1.146259310310559e+000	-8.484486e+000
1.146390352478809e+000	-5.609138e+000
1.146509077457009e+000	-2.422621e+000
1.146690855397476e+000	2.797608e+000
1.146829226189240e+000	6.380520e+000
1.146968831136136e+000	9.246666e+000
1.147029290665930e+000	1.012601e+001
1.147073363935037e+000	1.054194e+001
1.147108538655159e+000	1.074588e+001
1.147151123999806e+000	1.085222e+001
1.147190220260915e+000	1.081174e+001
1.147243846183839e+000	1.053146e+001
1.147312858092595e+000	9.820433e+000
1.147408896022197e+000	8.212230e+000
1.147557836752937e+000	4.699463e+000
1.147784257500756e+000	-1.616949e+000
1.147910314829199e+000	-5.059439e+000
1.148044825012567e+000	-8.161901e+000
1.148133494292995e+000	-9.707808e+000
1.148186083216346e+000	-1.034015e+001
1.148224950722066e+000	-1.064353e+001
1.148263584817977e+000	-1.080671e+001
1.148310186064036e+000	-1.084240e+001
1.148353530500649e+000	-1.071331e+001
1.148406013258114e+000	-1.033977e+001
1.148466990680600e+000	-9.634419e+000
1.148538529921198e+000	-8.455338e+000
1.148627884816273e+000	-6.519490e+000
1.148749667232643e+000	-3.311462e+000
1.148928624851688e+000	1.832600e+000
1.149053371185065e+000	5.240788e+000
1.149181375120228e+000	8.193815e+000
1.149259956292336e+000	9.579733e+000
1.149315256116735e+000	1.031225e+001
1.149315335576856e+000	1.031308e+001
1.149315494497096e+000	1.031449e+001
1.149315698964884e+000	1.031629e+001
1.149315844157357e+000	1.031757e+001
1.149316035150091e+000	1.031933e+001
1.149316348455550e+000	1.032235e+001
1.149316701977821e+000	1.032589e+001
1.149317074326962e+000	1.032968e+001
1.149318128772405e+000	1.033995e+001
1.149339120614571e+000	1.051627e+001
1.149360112456737e+000	1.065617e+001
1.149381104298904e+000	1.075966e+001
1.149402096141070e+000	1.082673e+001
1.149423087983236e+000	1.085739e+001
1.149444079825402e+000	1.085164e+001
1.149465071667569e+000	1.080947e+001
1.149520026939387e+000	1.048419e+001
1.149608993352185e+000	9.434960e+000
1.149735329158798e+000	7.000595e+000
1.149933399886668e+000	1.901388e+000
1.150121306501512e+000	-3.389982e+000
1.150253723064174e+000	-6.751319e+000
1.150387277835276e+000	-9.396296e+000
1.150445093045268e+000	-1.020042e+001
1.150487440069922e+000	-1.057745e+001
1.150523830867706e+000	-1.077663e+001
1.150558395706659e+000	-1.085674e+001
1.150598634660882e+000	-1.081291e+001
1.150651837059785e+000	-1.054359e+001
1.150717346991094e+000	-9.887219e+000
1.150809206195080e+000	-8.431141e+000
1.150920968907098e+000	-5.999289e+000
1.151042820352269e+000	-2.746892e+000
1.151223246171003e+000	2.435030e+000
1.151361657022896e+000	6.086725e+000
1.151495887962002e+000	8.951789e+000
1.151561677044226e+000	9.971408e+000
1.151609160027199e+000	1.046612e+001
1.151644541673800e+000	1.070543e+001
1.151681174948136e+000	1.083056e+001
1.151725691647006e+000	1.083264e+001
1.151771893831293e+000	1.066198e+001
1.151825736975868e+000	1.022819e+001
1.151897286906645e+000	9.284801e+000
1.151995937821114e+000	7.397882e+000
1.152132695666320e+000	3.978438e+000
1.152340079950099e+000	-1.886423e+000
1.152482877412447e+000	-5.704395e+000
1.152624380566528e+000	-8.809489e+000
1.152692595675022e+000	-9.903270e+000
1.152741519271809e+000	-1.043201e+001
1.152777893010427e+000	-1.068749e+001
1.152817027900994e+000	-1.082391e+001
1.152866112905739e+000	-1.081776e+001
1.152916027027611e+000	-1.059661e+001
1.152987279337624e+000	-9.907255e+000
1.153080977127176e+000	-8.438982e+000
1.153197089580283e+000	-5.907634e+000
1.153321148187437e+000	-2.588588e+000
1.153496445772146e+000	2.450072e+000
1.153633702185978e+000	6.071094e+000
1.153768432987581e+000	8.948194e+000
1.153834275752399e+000	9.969831e+000
1.153881792611793e+000	1.046530e+001
1.153917197664437e+000	1.070197e+001
1.153958032609512e+000	1.083321e+001
1.154004206741380e+000	1.081583e+001
1.154055205156409e+000	1.057437e+001
1.154129407026262e+000	9.825747e+000
1.154229046830982e+000	8.164699e+000
1.154379654691171e+000	4.602676e+000
1.154609061281753e+000	-1.805592e+000
1.154733474275466e+000	-5.185385e+000
1.154869704901508e+000	-8.296332e+000
1.154953307701431e+000	-9.734392e+000
1.155005454159908e+000	-1.035152e+001
1.155044022957942e+000	-1.064890e+001
1.155082841114344e+000	-1.080638e+001
1.155133306063489e+000	-1.082940e+001
1.155179749719416e+000	-1.066633e+001
1.155236177168343e+000	-1.021582e+001
1.155304020222306e+000	-9.347020e+000
1.155385052046402e+000	-7.876084e+000
1.155491764899652e+000	-5.383426e+000
1.155608948375979e+000	-2.171445e+000
1.155768165751101e+000	2.435847e+000
1.155894528291097e+000	5.805652e+000
1.156025362562555e+000	8.676188e+000
1.156095927336728e+000	9.827924e+000
1.156146388045660e+000	1.039374e+001
1.156183812920911e+000	1.066853e+001
1.156223346226695e+000	1.081539e+001
1.156274169044097e+000	1.081817e+001
1.156323434514151e+000	1.059863e+001
1.156403349389163e+000	9.791077e+000
1.156509410914530e+000	8.035466e+000
1.156638300436461e+000	5.013291e+000
1.156853340714168e+000	-9.886549e-001
1.156988523286343e+000	-4.722802e+000
1.157123139703919e+000	-7.894415e+000
1.157223187521361e+000	-9.680919e+000
1.157276106938647e+000	-1.033158e+001
1.157315197141302e+000	-1.064315e+001
1.157349145497800e+000	-1.080822e+001
1.157377063452414e+000	-1.087057e+001
1.157403818440123e+000	-1.086752e+001
1.157451815516513e+000	-1.071188e+001
1.157499990998107e+000	-1.036244e+001
1.157526646698897e+000	-1.008765e+001
1.157557154443649e+000	-9.703944e+000
1.157594131433370e+000	-9.142764e+000
1.157642194239132e+000	-8.263044e+000
1.157711841313679e+000	-6.721962e+000
1.157820851484258e+000	-3.867806e+000
1.157992905946685e+000	1.065180e+000
1.158125617880904e+000	4.753148e+000
1.158253970028775e+000	7.824148e+000
1.158338478469746e+000	9.392402e+000
1.158397234109754e+000	1.022138e+001
1.158397485849503e+000	1.022406e+001
1.158397737455737e+000	1.022677e+001
1.158397906279317e+000	1.022865e+001
1.158398127564677e+000	1.023116e+001
1.158398502212698e+000	1.023540e+001
1.158399058032850e+000	1.024148e+001
1.158399639610223e+000	1.024758e+001
1.158425814444972e+000	1.047876e+001
1.158451989279722e+000	1.065372e+001
1.158478164114471e+000	1.077245e+001
1.158504338949220e+000	1.083496e+001
1.158530513783970e+000	1.084125e+001
1.158556688618719e+000	1.079131e+001
1.158582863453469e+000	1.068515e+001
1.158654565218775e+000	1.003786e+001
1.158769670430166e+000	8.187710e+000
1.158938166778698e+000	4.247941e+000
1.159140364256556e+000	-1.382710e+000
1.159282550610037e+000	-5.248858e+000
1.159423651668275e+000	-8.454867e+000
1.159503218187503e+000	-9.796885e+000
1.159554162206363e+000	-1.038206e+001
1.159591915997998e+000	-1.066328e+001
1.159631242016371e+000	-1.081256e+001
1.159682813619025e+000	-1.081895e+001
1.159731799263368e+000	-1.060545e+001
1.159809979892859e+000	-9.825994e+000
1.159914924239651e+000	-8.135750e+000
1.160023764544942e+000	-5.708519e+000
1.160150371578889e+000	-2.276193e+000
1.160319525281989e+000	2.587027e+000
1.160457357759685e+000	6.199514e+000
1.160592070524524e+000	9.039661e+000
1.160656313913591e+000	1.001691e+001
1.160702817500062e+000	1.048904e+001
1.160737520868146e+000	1.071571e+001
1.160775040844207e+000	1.083697e+001
1.160817748955173e+000	1.083368e+001
1.160862597482964e+000	1.066679e+001
1.160914003915783e+000	1.026175e+001
1.160980654360940e+000	9.413304e+000
1.161071375858826e+000	7.749344e+000
1.161194100007475e+000	4.783809e+000
1.161376483704685e+000	-3.285407e-001
1.161527431032813e+000	-4.509801e+000
1.161679288930389e+000	-8.073326e+000
1.161781198957400e+000	-9.844616e+000
1.161830736290122e+000	-1.041703e+001
1.161867530645712e+000	-1.067968e+001
1.161907465011449e+000	-1.082183e+001
1.161956845911321e+000	-1.081791e+001
1.162006649662118e+000	-1.059675e+001
1.162079649741400e+000	-9.883361e+000
1.162176207490152e+000	-8.356788e+000
1.162290901659930e+000	-5.837514e+000
1.162416532060973e+000	-2.461128e+000
1.162599872879732e+000	2.795466e+000
1.162738124045537e+000	6.374428e+000
1.162878636677253e+000	9.257023e+000
1.162938892692674e+000	1.013177e+001
1.162982833921214e+000	1.054468e+001
1.163018101332671e+000	1.075092e+001
1.163056480889083e+000	1.085016e+001
1.163097922426624e+000	1.081317e+001
1.163150678863810e+000	1.054726e+001
1.163220214688113e+000	9.834453e+000
1.163321026739438e+000	8.119089e+000
1.163489280824233e+000	4.089735e+000
1.163714354555863e+000	-2.206421e+000
1.163839127237433e+000	-5.552496e+000
1.163976712098703e+000	-8.611980e+000
1.164048248957604e+000	-9.798696e+000
1.164099306961367e+000	-1.037920e+001
1.164137138214233e+000	-1.066210e+001
1.164176186543535e+000	-1.081133e+001
1.164228077633353e+000	-1.081910e+001
1.164276943818764e+000	-1.062317e+001
1.164338963161213e+000	-1.008197e+001
1.164410820310119e+000	-9.091969e+000
1.164495716949519e+000	-7.464824e+000
1.164599548349993e+000	-4.945184e+000
1.164728406535897e+000	-1.346107e+000
1.164885931183421e+000	3.172731e+000
1.165022475400403e+000	6.641482e+000
1.165163010942373e+000	9.434340e+000
1.165219985653429e+000	1.026887e+001
1.165221295165932e+000	1.028278e+001
1.165221792262358e+000	1.028771e+001
1.165222650564384e+000	1.029596e+001
1.165224310675864e+000	1.031213e+001
1.165247378372215e+000	1.050741e+001
1.165270446068566e+000	1.065916e+001
1.165293513764918e+000	1.076738e+001
1.165316581461269e+000	1.083206e+001
1.165339649157621e+000	1.085321e+001
1.165362716853972e+000	1.083082e+001
1.165385784550324e+000	1.076491e+001
1.165447999267455e+000	1.031054e+001
1.165548398242647e+000	8.938208e+000
1.165689366714539e+000	5.937575e+000
1.165910072680800e+000	-1.335369e-002
1.166070777434281e+000	-4.476920e+000
1.166204976304846e+000	-7.687361e+000
1.166317729918595e+000	-9.718616e+000
1.166369663683678e+000	-1.035697e+001
1.166408088664062e+000	-1.065147e+001
1.166446995838087e+000	-1.080556e+001
1.166500088071451e+000	-1.081964e+001
1.166548504780469e+000	-1.061449e+001
1.166627063387849e+000	-9.809756e+000
1.166752603542737e+000	-7.697555e+000
1.166872548163247e+000	-4.918532e+000
1.166997428975531e+000	-1.455093e+000
1.167152961452910e+000	3.017848e+000
1.167288205961101e+000	6.489158e+000
1.167426628266463e+000	9.298409e+000
1.167486383636865e+000	1.020573e+001
1.167486823233271e+000	1.021013e+001
1.167487611406013e+000	1.021783e+001
1.167488009010974e+000	1.022173e+001
1.167488995290924e+000	1.023172e+001
1.167504677654501e+000	1.037966e+001
1.167520360018079e+000	1.050739e+001
1.167536042381656e+000	1.061491e+001
1.167551724745234e+000	1.070223e+001
1.167567407108811e+000	1.076935e+001
1.167583089472389e+000	1.081626e+001
1.167598771835967e+000	1.084297e+001
1.167642199774728e+000	1.081434e+001
1.167694218958187e+000	1.054564e+001
1.167778523632357e+000	9.612053e+000
1.167902776005241e+000	7.318762e+000
1.168090633636463e+000	2.588080e+000
1.168283474631704e+000	-2.848470e+000
1.168418136457763e+000	-6.354943e+000
1.168550093293781e+000	-9.099986e+000
1.168613325477006e+000	-1.004683e+001
1.168659184148985e+000	-1.050434e+001
1.168693439211755e+000	-1.072038e+001
1.168734944503498e+000	-1.084185e+001
1.168778492328907e+000	-1.081484e+001
1.168830466988944e+000	-1.056132e+001
1.168900708751071e+000	-9.860223e+000
1.168992839459529e+000	-8.396516e+000
1.169105438296777e+000	-5.933220e+000
1.169227712916870e+000	-2.660109e+000
1.169417935539483e+000	2.787163e+000
1.169559128357434e+000	6.437420e+000
